titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Parc Goncourt tennis courts","https://montreal.ca/en/places/parc-goncourt-tennis-courts","The tennis courts at Parc Goncourt are easy to access from the entrance on Avenue Goncourt. They are located beside the playground and the parking lot.
Dry toilets are available. The park is easy to get to via the 141, 85 and 364 bus lines.
It's free this summer!
","2021-07-14","2025-04-07","Anjou","Sports and recreation","Tennis or pickleball court","Tennis","","Ground-level entrance,Access way","",,"Horaire habituel d’été à partir du 2 mai: [lundi 07:00-22:30, mardi 07:00-22:30, mercredi 07:00-22:30, jeudi 07:00-22:30, vendredi 07:00-22:30, samedi 07:00-22:30, dimanche 07:00-22:30], Fermé - période de fermeture à partir du 13 octobre","Sous réserve de modifications. Consultez le babillard à l'entrée.","Courts may be used for one 60-minute period.Each period of use must begin and end on the hour.Example: From 2 to 3 p.m., not from 2:15 to 3:15 p.m.All players must leave the court by the end of the hour, even if they have been playing less than 60 minutes.During free practice time, the first player to show up has priority over players who come later.Public health guidelines must be followed.","","",,"Parc Goncourt tennis courts","7130 Avenue Goncourt",,"H1K3Y2","Montréal",-73.55624104966783,45.602450764158164,"300412.7","5051395.7"
"Parc Goncourt soccer field","https://montreal.ca/en/places/parc-goncourt-soccer-field","","2021-03-08","2025-04-08","Anjou","Sports and recreation","Soccer field","Soccer","","Ground-level entrance,Access way","",,"Pre-season schedule à partir du 25 avril: [lundi 20:00-22:00, mercredi 20:00-22:00, vendredi 20:00-22:00, samedi 16:30-22:00, dimanche 14:00-22:00], Regular summer schedule à partir du 24 juin: [lundi 15:00-17:00, mercredi 15:00-17:00, jeudi 15:00-17:00, vendredi 20:00-22:00, samedi 14:00-22:00, dimanche 14:00-22:00], End-of-season schedule à partir du 22 aout: [lundi 20:00-22:00, mercredi 20:00-22:00, vendredi 20:00-22:00, samedi 16:30-22:00, dimanche 14:00-22:00], Fermé - période de fermeture à partir du 21 novembre","Horaire de soccer libre. Sous réserve de modifications.","Merci de :Respecter l’usage du terrainObtenir un permis pour tenir une partie organisée à loisirs.anjou@montreal.caRespecter les horaires d’utilisationSuivre les consignes du personnel et demeurer courtois avec les autresLes poussettes, trottinettes et vélos, de même que les chiens et la nourriture et boisson doivent demeurer à l’extérieur du terrain.Tout ce qui pourrait abimer la surface de jeu est interdit (exemple : gommes, talons, etc.).Les contrevenants sont passibles d’une amende pouvant aller jusqu’à 500 $.","","",,"Parc Goncourt soccer field","7130 Avenue Goncourt",,"H1K3Y2","Montréal",-73.556687872849,45.602307536222,"300377.9","5051379.8"
"Parc Lucie-Bruneau soccer field","https://montreal.ca/en/places/parc-lucie-bruneau-soccer-field","","2021-03-08","2025-04-08","Anjou","Sports and recreation","Soccer field","Soccer","","","",,"Pre-season schedule à partir du 25 avril: [jeudi 18:00-20:00, vendredi 18:00-20:00, samedi 13:00-22:00, dimanche 13:00-17:00], Regular summer schedule à partir du 24 juin: [lundi 09:00-17:00, mardi 09:00-17:00, mercredi 09:00-17:00, jeudi 09:00-18:00, vendredi 09:00-16:00, samedi 13:00-17:00, dimanche 13:00-17:00], End-of-season schedule à partir du 22 aout: [jeudi 18:00-20:00, vendredi 18:00-20:00, samedi 13:00-22:00, dimanche 13:00-17:00], Fermé - période de fermeture à partir du 21 novembre","Horaire de soccer libre. Sous réserve de modifications.","Merci de :Respecter l’usage du terrainObtenir un permis pour tenir une partie organisée à loisirs.anjou@montreal.caRespecter les horaires d’utilisationSuivre les consignes du personnel et demeurer courtois avec les autresLes poussettes, trottinettes et vélos, de même que les chiens et la nourriture et boisson doivent demeurer à l’extérieur du terrain.Tout ce qui pourrait abimer la surface de jeu est interdit (exemple : gommes, talons, etc.).Les contrevenants sont passibles d’une amende pouvant aller jusqu’à 500 $.","","",,"Parc Lucie-Bruneau soccer field","7051 Avenue de l'Alsace",,"H1J2X8","Montréal",-73.584950566292,45.603803826146,"298173.3","5051548.0"
"Parc Roger-Rousseau soccer fields","https://montreal.ca/en/places/parc-roger-rousseau-soccer-fields","","2021-03-09","2025-04-08","Anjou","Sports and recreation","Soccer field","Soccer","Free parking,Bike stand","","",,"Pre-season schedule à partir du 25 avril: [samedi 14:00-16:00, dimanche 14:00-16:00], Regular summer schedule à partir du 24 juin: [lundi 14:00-16:30, mardi 14:00-16:30, mercredi 14:00-16:30, jeudi 14:00-16:30, vendredi 09:00-16:30, samedi 14:00-16:00, dimanche 14:00-16:00], End-of-season schedule à partir du 22 aout: [samedi 14:00-16:00, dimanche 14:00-16:00], Fermé - période de fermeture à partir du 21 novembre","Horaire de soccer libre. Sous réserve de modifications.","En accès libre, les détenteurs de permis d’utilisation ont tout de même priorité sur les terrains.Merci de :Respecter l’usage du terrainObtenir un permis pour tenir une partie organisée à loisirs.anjou@montreal.caRespecter les horaires d’utilisationSuivre les consignes du personnel et demeurer courtois avec les autresLes poussettes, trottinettes et vélos, de même que les chiens et la nourriture et boisson doivent demeurer à l’extérieur du terrain.Tout ce qui pourrait abimer la surface de jeu est interdit (exemple : gommes, talons, etc.).Les contrevenants sont passibles d’une amende pouvant aller jusqu’à 500 $.","","",,"Parc Roger-Rousseau soccer fields","7501 Avenue Rondeau",,"H1K2P3","Montréal",-73.549601476632,45.61775697037,"300931.7","5053096.4"
"Parc de Talcy soccer field","https://montreal.ca/en/places/parc-de-talcy-soccer-field","","2021-03-08","2025-04-08","Anjou","Sports and recreation","Soccer field","Soccer","","","","Temporarily closed","","","Les groupes qui désirent utiliser de temps à autre un terrain sportif doivent obtenir un permis d’utilisation occasionnelle, qui permet l’usage exclusif d’un terrain à un moment déterminé. Il existe également un permis saisonnier qui permet à un groupe de personnes l’usage exclusif d’un terrain pour toute la saison estivale (à la semaine ou toutes les deux semaines, par exemple. Dans les deux cas, vous devez en faire la demande par courriel à cca@montreal.ca ou par formulaire.","","",,"Parc de Talcy soccer field","8151 Avenue de Talcy",,"H1K3W6","Montréal",-73.560287397347,45.607199117387,"300097.5","5051923.6"
"Parc André-Laurendeau soccer field","https://montreal.ca/en/places/parc-andre-laurendeau-soccer-field","","2021-03-08","2025-04-08","Anjou","Sports and recreation","Soccer field","Soccer","","","",,"","","Les groupes qui désirent utiliser de temps à autre un terrain sportif doivent obtenir un permis d’utilisation occasionnelle, qui permet l’usage exclusif d’un terrain à un moment déterminé. Il existe également un permis saisonnier qui permet à un groupe de personnes l’usage exclusif d’un terrain pour toute la saison estivale (à la semaine ou toutes les deux semaines, par exemple.Dans les deux cas, vous devez en faire la demande par courriel à loisirs.anjou@montreal.ca ou par formulaire..","","",,"Parc André-Laurendeau soccer field","8361 Avenue André-Laurendeau",,"H1J2H5","Montréal",-73.571327369652,45.605347243244,"299236.2","5051718.5"
"Parc Chénier outdoor swimming pool","https://montreal.ca/en/places/parc-chenier-outdoor-swimming-pool","","2021-04-06","2025-04-08","Anjou","Sports and recreation","Outdoor swimming pool","Swimming","Showers,Washroom,Changing rooms","Ground-level entrance,Access ramp,Access way","",,"Horaire habituel d’été à partir du 20 juin: [lundi 12:00-20:30, mardi 12:00-20:30, mercredi 12:00-20:30, jeudi 12:00-20:30, vendredi 12:00-20:30, samedi 12:30-20:00, dimanche 12:30-20:00], Fermé - période de fermeture à partir du 23 aout","Hors saison : selon la température","Les enfants âgés de moins de 8 ans doivent être accompagnés d’un adulte en tout temps ou faire partie d’un groupe accompagné d’un adulte pour avoir accès à la piscine. Pour les pataugeoires et les jeux d’eau, l’âge requis est de 6 ans.Critères de base pour accéder seul à la piscineUn jeune baigneur de 8 ans et plus peut se présenter seul à la piscine s’il se conforme aux règles suivantes :Il sait nager ou porte un VFIIl peut suivre les consignesIl peut s’orienter sur le siteIl peut se rendre seul à la toiletteMaillot et couche aquatiqueLe port du maillot de bain est obligatoire dans toutes les installations. Celui-ci doit servir uniquement à la baignade et il doit aussi permettre de nager librement. De plus, la couche aquatique est obligatoire pour les bébé dans les piscines extérieures.Douche : La douche avant la baignade est obligatoire pour tous.","Cash","",,"Parc Chénier outdoor swimming pool","5555 Avenue de l'Aréna",,"H1K4C9","Montréal",-73.543217819176,45.603122291455,"301428.7","5051469.7"
"Parc de Verdelles outdoor swimming pool","https://montreal.ca/en/places/parc-de-verdelles-outdoor-swimming-pool","","2021-04-06","2025-04-08","Anjou","Sports and recreation","Outdoor swimming pool","Swimming","Showers,Washroom,Changing rooms,Free Wi-Fi","Access way,Accessible signage","",,"Horaire habituel d’été à partir du 20 juin: [lundi 12:00-20:30, mardi 12:00-20:30, mercredi 12:00-20:30, jeudi 12:00-20:30, vendredi 12:00-20:30, samedi 12:30-20:00, dimanche 12:30-20:00], Fermé - période de fermeture à partir du 23 aout","Hors saison : selon la température","Les enfants âgés de moins de 8 ans doivent être accompagnés d’un adulte en tout temps ou faire partie d’un groupe accompagné d’un adulte pour avoir accès à la piscine. Pour les pataugeoires et les jeux d’eau, l’âge requis est de 6 ans.Critères de base pour accéder seul à la piscineUn jeune baigneur de 8 ans et plus peut se présenter seul à la piscine s’il se conforme aux règles suivantes :Il sait nager ou porte un VFIIl peut suivre les consignesIl peut s’orienter sur le siteIl peut se rendre seul à la toiletteMaillot et couche aquatiqueLe port du maillot de bain est obligatoire dans toutes les installations. Celui-ci doit servir uniquement à la baignade et il doit aussi permettre de nager librement. De plus, la couche aquatique est obligatoire pour les bébé dans les piscines extérieures.Douche : La douche avant la baignade est obligatoire pour tous.","Cash","",,"Parc de Verdelles outdoor swimming pool","8441 Place de Verdelles",,,"Montréal",-73.549622934304,45.608694755961,"300929.4","5052089.3"
"Parc Lucie-Bruneau outdoor swimming pool","https://montreal.ca/en/places/parc-lucie-bruneau-outdoor-swimming-pool","","2021-04-07","2025-04-08","Anjou","Sports and recreation","Outdoor swimming pool","Swimming","Showers,Washroom,Changing rooms","Stroller-friendly,Ground-level entrance,Access ramp,Access way,Accessible signage,Accessible parking,Drop-off zone","",,"Horaire habituel d’été à partir du 20 juin: [lundi 12:00-20:30, mardi 12:00-20:30, mercredi 12:00-20:30, jeudi 12:00-20:30, vendredi 12:00-20:30, samedi 12:30-20:00, dimanche 12:30-20:00], Fermé - période de fermeture à partir du 23 aout","Hors saison : selon la température","Les enfants âgés de moins de 8 ans doivent être accompagnés d’un adulte en tout temps ou faire partie d’un groupe accompagné d’un adulte pour avoir accès à la piscine. Pour les pataugeoires et les jeux d’eau, l’âge requis est de 6 ans.Critères de base pour accéder seul à la piscineUn jeune baigneur de 8 ans et plus peut se présenter seul à la piscine s’il se conforme aux règles suivantes :Il sait nager ou porte un VFIIl peut suivre les consignesIl peut s’orienter sur le siteIl peut se rendre seul à la toiletteMaillot et couche aquatiqueLe port du maillot de bain est obligatoire dans toutes les installations. Celui-ci doit servir uniquement à la baignade et il doit aussi permettre de nager librement. De plus, la couche aquatique est obligatoire pour les bébé dans les piscines extérieures.Douche : La douche avant la baignade est obligatoire pour tous.","Cash","",,"Parc Lucie-Bruneau outdoor swimming pool","7051 Avenue de l'Alsace",,"H1J2X8","Montréal",-73.583644073449,45.604281401304,"298275.3","5051601.0"
"Parc Roger-Rousseau outdoor swimming pool","https://montreal.ca/en/places/parc-roger-rousseau-outdoor-swimming-pool","","2021-04-07","2025-04-08","Anjou","Sports and recreation","Outdoor swimming pool","Swimming","Showers,Washroom","Ground-level entrance,Access way,Accessible signage,Accessible parking,Accessible washrooms","","Temporarily closed","","","Les enfants âgés de moins de 8 ans doivent être accompagnés d’un adulte en tout temps ou faire partie d’un groupe accompagné d’un adulte pour avoir accès à la piscine. Pour les pataugeoires et les jeux d’eau, l’âge requis est de 6 ans.Critères de base pour accéder seul à la piscineUn jeune baigneur de 8 ans et plus peut se présenter seul à la piscine s’il se conforme aux règles suivantes :Il sait nager ou porte un VFIIl peut suivre les consignesIl peut s’orienter sur le siteIl peut se rendre seul à la toiletteMaillot et couche aquatiqueLe port du maillot de bain est obligatoire dans toutes les installations. Celui-ci doit servir uniquement à la baignade et il doit aussi permettre de nager librement. De plus, la couche aquatique est obligatoire pour les bébé dans les piscines extérieures.Douche : La douche avant la baignade est obligatoire pour tous.","Cash","",,"Parc Roger-Rousseau outdoor swimming pool","7501 Avenue Rondeau",,"H1K2P3","Montréal",-73.550942581139,45.616387273591,"300827.0","5052944.2"
"Parc Chénier wading pool","https://montreal.ca/en/places/parc-chenier-wading-pool","","2021-04-06","2025-04-09","Anjou","Sports and recreation","Wading pool","Swimming","","Ground-level entrance,Access way","",,"Horaire habituel d’été à partir du 20 juin: [lundi 10:00-18:30, mardi 10:00-18:30, mercredi 10:00-18:30, jeudi 10:00-18:30, vendredi 10:00-18:30, samedi 10:00-18:30, dimanche 10:00-18:30], Fermé - période de fermeture à partir du 17 aout","Hors saison : selon la température","","","",,"Parc Chénier wading pool","5555 Avenue de l'Aréna",,"H1K4C9","Montréal",-73.542949764541,45.603083802329,"301449.6","5051465.4"
"Parc de Talcy wading pool","https://montreal.ca/en/places/parc-de-talcy-wading-pool","","2021-04-06","2025-04-09","Anjou","Sports and recreation","Wading pool","Swimming","Showers,Free parking,Bike stand,Changing table,Washroom,Changing rooms,Free Wi-Fi","Ground-level entrance,Access way","",,"Horaire habituel d’été à partir du 20 juin: [lundi 10:00-18:30, mardi 10:00-18:30, mercredi 10:00-18:30, jeudi 10:00-18:30, vendredi 10:00-18:30, samedi 10:00-18:30, dimanche 10:00-18:30], Fermé - période de fermeture à partir du 17 aout","Hors saison : selon la température","","","",,"Parc de Talcy wading pool","8151 Avenue de Talcy",,"H1K3W6","Montréal",-73.559143569715,45.607084016693,"300186.7","5051910.8"
